name,price,link_picture,Empfohlenes Alter in Jahren (mind.),Empfohlenes Alter in Jahren (max.),Anzahl Teile,Sicherheitswarnung,Verpackungsbreite,Verpackungstiefe,Verpackungshöhe,Paketgewicht,ASIN,Vorgeschlagenes Geschlecht_ Junge ,Vorgeschlagenes Geschlecht_ Junge/Mädchen ,Material_ Kunststoff ,Material_nan,Produktfarbe_encoded,Verpackungsart_encoded,Produkttyp_ Bausatz ,Ursprungsland_ China ,Ursprungsland_ Dänemark ,Ursprungsland_ Indonesien ,Ursprungsland_ Thailand ,Ursprungsland_ Tschechische Republik ,Ursprungsland_ Ungarn ,Ursprungsland_ Österreich ,EU_TSD_Warnung_ Keine Warnung zutreffend ,"EU_TSD_Warnung_ Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",EU_TSD_Warnung_ Nicht für Kinder unter 18 Monaten geeignet ,EU_TSD_Warnung_ Nicht für Kinder unter 36 Monaten geeignet ,"EU_TSD_Warnung_ Nicht für Kinder unter 36 Monaten geeignet, Keine Warnung zutreffend ","EU_TSD_Warnung_ Nicht für Kinder unter 36 Monaten geeignet, Nur für häuslichen Gebrauch bestimmt "
LEGO Super Mario - Reznors Absturz – Erweiterungsset (71390),89.95,https://www.fcw.ch/api/ProcessRequest/125486/BN/268x166-lego-super-mario-reznors-absturz-erweiterungsset-71390.jpg?sourceId=864239&source=Product,8,99,862, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,282,540,78,964, B08WWR67P1 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Speed Champions - Mopar Dodge//SRT Dragster und 1970 Dodge Challenger (76904),79.95,https://www.fcw.ch/api/ProcessRequest/125246/BN/268x166-lego-speed-champions-mopar-dodge-srt-dragster-und-1970-dodge-challenger-76904.jpg?sourceId=864227&source=Product,8,99,627, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,382,70,734, B08WX2FV29 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Friends - Andreas Schwimmstar-Würfel (41671),12.95,https://www.fcw.ch/api/ProcessRequest/106541/BN/268x166-lego-friends-andreas-schwimmstar-wuerfel-41671.jpg?sourceId=864216&source=Product,6,99,59, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,210,157,52,106, B08WX8VT45 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Creator Expert - Geisterhaus auf dem Jahrmarkt (10273),299.0,https://www.fcw.ch/api/ProcessRequest/125058/BN/268x166-lego-creator-expert-geisterhaus-auf-dem-jahrmarkt-10273.jpg?sourceId=863808&source=Product,18,99,3231, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,582,480,124,4, B088X1H7KL ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Ninjago - Tempel des unendlichen Ozeans (71755),139.0,https://www.fcw.ch/api/ProcessRequest/124776/BN/268x166-lego-ninjago-tempel-des-unendlichen-ozeans-71755.jpg?sourceId=864327&source=Product,9,99,1060, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,378,480,70,1, B08WX825F7 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Duplo - Rennwagen (10947),59.95,https://www.fcw.ch/api/ProcessRequest/151329/BN/268x166-lego-duplo-rennwagen-10947.jpg?sourceId=864310&source=Product,2,99,44, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,282,540,78,986, B08WWXD9X2 ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO City - Raketen-Stuntbike (60298),9.95,https://www.fcw.ch/api/ProcessRequest/149854/BN/268x166-lego-city-raketen-stuntbike-60298.jpg?sourceId=864308&source=Product,5,99,14, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,122,91,47,45, B08W5FWDRT ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Dots - Ergänzungsset XXL – Botschaften (41950),24.95,https://www.fcw.ch/api/ProcessRequest/126192/BN/268x166-lego-dots-ergaenzungsset-xxl-botschaften-41950.jpg?sourceId=870437&source=Product,6,99,722, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,141,262,48,190, B09BNTZV9P ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
LEGO Friends - Ferienhaus am Strand (41709),84.95,https://www.fcw.ch/api/ProcessRequest/125407/BN/268x166-lego-friends-ferienhaus-am-strand-41709.jpg?sourceId=870433&source=Product,7,99,686, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,282,540,78,1, B09BNT99YZ ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
LEGO DC - Bathöhle: Duell mit Riddler (76183),89.95,https://www.fcw.ch/api/ProcessRequest/136804/BN/268x166-lego-dc-bathoehle-duell-mit-riddler-76183.jpg?sourceId=870368&source=Product,8,99,581, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,282,480,61,997, B09BNWB2ZS ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Star Wars - AT-ST auf Hoth (75322),64.95,https://www.fcw.ch/api/ProcessRequest/125941/BN/268x166-lego-star-wars-at-st-auf-hoth-75322.jpg?sourceId=870365&source=Product,9,99,586, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,354,191,70,646, B09BNTTSWC ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Super Mario - Maxi-Iglucks Strandausflug – Erweiterungsset (71400),79.95,https://www.fcw.ch/api/ProcessRequest/125569/BN/268x166-lego-super-mario-maxi-iglucks-strandausflug-erweiterungsset-71400.jpg?sourceId=870352&source=Product,7,99,536, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,382,70,755, B09BNSD96L ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Super Mario - Luigi’s Mansion: Eingang – Erweiterungsset (71399),54.95,https://www.fcw.ch/api/ProcessRequest/142372/BN/268x166-lego-super-mario-luigi-s-mansion-eingang-erweiterungsset-71399.jpg?sourceId=870351&source=Product,7,99,504, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,191,354,70,545, B09BNWSXBT ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO City - Adventskalender (60352),29.95,https://www.fcw.ch/api/ProcessRequest/152363/BN/268x166-lego-city-adventskalender-60352.jpg?sourceId=874276&source=Product,5,99,287, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,70,382,262,316, B09QFPZ9B7 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Avatar - Toruk Makto und der Baum der Seelen (75574),169.0,https://www.fcw.ch/api/ProcessRequest/151273/BN/268x166-lego-avatar-toruk-makto-und-der-baum-der-seelen-75574.jpg?sourceId=874238&source=Product,12,99,1212, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,70,480,378,1, B09QFX2N68 ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Lightyear - XL-15-Sternjäger (76832),69.95,https://www.fcw.ch/api/ProcessRequest/138964/BN/268x166-lego-lightyear-xl-15-sternjaeger-76832.jpg?sourceId=874234&source=Product,8,99,498, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,191,354,70,667, B09BNZ4YQJ ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Dots - Micky & Minnie Kreativbox zum Schulanfang (41964),54.95,https://www.fcw.ch/api/ProcessRequest/142122/BN/268x166-lego-dots-micky-minnie-kreativbox-zum-schulanfang-41964.jpg?sourceId=874214&source=Product,6,99,669, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,382,56,738, B09QFX2144 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Dots - Einhorn Familienkreativset (41962),64.95,https://www.fcw.ch/api/ProcessRequest/138917/BN/268x166-lego-dots-einhorn-familienkreativset-41962.jpg?sourceId=874212&source=Product,6,99,707, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,382,56,561, B09QG1W72R ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Dots - Grosse Box (41960),29.95,https://www.fcw.ch/api/ProcessRequest/139111/BN/268x166-lego-dots-grosse-box-41960.jpg?sourceId=874211&source=Product,7,99,479, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,191,262,61,355, B09QG17GQG ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Dots - Einhorn Armband (41802),7.95,https://www.fcw.ch/api/ProcessRequest/169625/BN/268x166-lego-dots-einhorn-armband-41802.jpg?sourceId=880336&source=Product,8,99,37, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,274,78,35,41, B0BBRZBHLF ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Dots - Tier Armband (41801),7.95,https://www.fcw.ch/api/ProcessRequest/169743/BN/268x166-lego-dots-tier-armband-41801.jpg?sourceId=880335&source=Product,6,99,37, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,274,78,35,41, B0BBRWKT6W ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Dots - Tier-Kreativbox mit Schubfach (41805),29.95,https://www.fcw.ch/api/ProcessRequest/169558/BN/268x166-lego-dots-tier-kreativbox-mit-schubfach-41805.jpg?sourceId=880332&source=Product,6,99,643, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,191,262,72,446, B0BBRWRLGQ ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Avatar - Payakan der Tulkun und Krabbenanzug (75579),119.0,https://www.fcw.ch/api/ProcessRequest/169584/BN/268x166-lego-avatar-payakan-der-tulkun-und-krabbenanzug-75579.jpg?sourceId=880286&source=Product,10,99,761, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,282,540,78,1, B0BBV6Z4HF ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Icons - Pickup (10290),179.0,https://www.fcw.ch/api/ProcessRequest/124528/BN/268x166-lego-icons-pickup-10290.jpg?sourceId=871491&source=Product,18,99,1677, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,282,480,118,1, B08WXCF2SL ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Dots - Ergänzungsset XXL (41935),24.95,https://www.fcw.ch/api/ProcessRequest/142970/BN/268x166-lego-dots-ergaenzungsset-xxl-41935.jpg?sourceId=864276&source=Product,6,99,1040, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,141,262,48,204, B08WWN1N76 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Dots - Ergänzungsset Urlaub (41932),4.95,https://www.fcw.ch/api/ProcessRequest/105109/BN/268x166-lego-dots-ergaenzungsset-urlaub-41932.jpg?sourceId=864275&source=Product,6,99,120, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,150,95,6,15, B08X1XKR69 ,0.0,1.0,1.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
LEGO Icons - Adidas Originals Superstar (10282),119.0,https://www.fcw.ch/api/ProcessRequest/125228/BN/268x166-lego-icons-adidas-originals-superstar-10282.jpg?sourceId=864262&source=Product,18,99,731, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,112,322,197,1, B08WXB3GDK ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Marvel - Avengers: Endgame – Letztes Duell (76192),119.0,https://www.fcw.ch/api/ProcessRequest/124989/BN/268x166-lego-marvel-avengers-endgame-letztes-duell-76192.jpg?sourceId=864248&source=Product,8,99,527, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,282,540,59,1, B08WWL1GL3 ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Ninjago - Das Dorf der Wächter (71747),59.95,https://www.fcw.ch/api/ProcessRequest/101228/BN/268x166-lego-ninjago-das-dorf-der-waechter-71747.jpg?sourceId=861224&source=Product,8,99,632, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,282,480,61,920, B08G4DFS99 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Ninjago - Jays Elektro-Mech (71740),24.95,https://www.fcw.ch/api/ProcessRequest/102064/BN/268x166-lego-ninjago-jays-elektro-mech-71740.jpg?sourceId=861221&source=Product,4,99,106, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,191,262,61,310, B08G4BR87M ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Friends - Emmas Mode-Würfel (41668),12.95,https://www.fcw.ch/api/ProcessRequest/106613/BN/268x166-lego-friends-emmas-mode-wuerfel-41668.jpg?sourceId=864273&source=Product,6,99,58, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,210,157,52,103, B08WWPQJTJ ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Super Mario - Tanuki-Mario Anzug (71385),12.95,https://www.fcw.ch/api/ProcessRequest/151286/BN/268x166-lego-super-mario-tanuki-mario-anzug-71385.jpg?sourceId=861129&source=Product,6,99,13, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,91,122,47,36, B08G483N2P ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO City - Umstoss-Stuntchallenge (60341),24.95,https://www.fcw.ch/api/ProcessRequest/138896/BN/268x166-lego-city-umstoss-stuntchallenge-60341.jpg?sourceId=874182&source=Product,5,99,117, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,191,61,349, B09QFP84GV ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Dots - Bananen Stiftehalter (41948),24.95,https://www.fcw.ch/api/ProcessRequest/136485/BN/268x166-lego-dots-bananen-stiftehalter-41948.jpg?sourceId=870321&source=Product,6,99,438, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,225,280,50,378, B09BNTQFHH ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Friends - Tierklinik (41695),24.95,https://www.fcw.ch/api/ProcessRequest/125990/BN/268x166-lego-friends-tierklinik-41695.jpg?sourceId=870310&source=Product,4,99,111, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,191,262,61,364, B09BNTV9QJ ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Friends - Stephanies Ballett-Würfel (41670),12.95,https://www.fcw.ch/api/ProcessRequest/106522/BN/268x166-lego-friends-stephanies-ballett-wuerfel-41670.jpg?sourceId=864316&source=Product,6,99,60, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,210,157,52,104, B08WX3ZBBC ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO City - Stunt-Park (60293),36.95,https://www.fcw.ch/api/ProcessRequest/125021/BN/268x166-lego-city-stunt-park-60293.jpg?sourceId=864317&source=Product,5,99,170, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,282,59,460, B08W5G7FZF ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO City - Maskottchen-Stuntbike (60310),9.95,https://www.fcw.ch/api/ProcessRequest/126122/BN/268x166-lego-city-maskottchen-stuntbike-60310.jpg?sourceId=864293&source=Product,5,99,10, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,122,91,47,43, B08W8NGNRN ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO City - Selfie-Stuntbike (60309),9.95,https://www.fcw.ch/api/ProcessRequest/126071/BN/268x166-lego-city-selfie-stuntbike-60309.jpg?sourceId=864313&source=Product,5,99,14, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,122,91,47,40, B08W9Z39TN ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Friends - Magische Akrobatikshow (41686),24.95,https://www.fcw.ch/api/ProcessRequest/105038/BN/268x166-lego-friends-magische-akrobatikshow-41686.jpg?sourceId=864288&source=Product,6,99,223, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,191,262,46,276, B08W5GYF6T ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Super Mario - Begegnung mit dem Kettenhund – Erweiterungsset (71381),26.95,https://www.fcw.ch/api/ProcessRequest/151217/BN/268x166-lego-super-mario-begegnung-mit-dem-kettenhund-erweiterungsset-71381.jpg?sourceId=861125&source=Product,7,99,160, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,141,262,61,199, B08G4FD6BL ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO City - Stuntshow-Truck (60294),76.95,https://www.fcw.ch/api/ProcessRequest/125195/BN/268x166-lego-city-stuntshow-truck-60294.jpg?sourceId=864319&source=Product,6,99,420, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,282,540,59,960, B08WX5YQRL ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Super Mario - Kahlross-Abenteuer - Erweiterungsset (71417),79.95,https://www.fcw.ch/api/ProcessRequest/170010/BN/268x166-lego-super-mario-kahlross-abenteuer-erweiterungsset-71417.jpg?sourceId=880373&source=Product,7,99,567, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,282,480,61,720, B0BBS18VYB ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Minifigures - Serie 23 (71034),4.95,https://www.fcw.ch/api/ProcessRequest/152255/BN/268x166-lego-minifigures-serie-23-71034.jpg?sourceId=874283&source=Product,5,99,8, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,6,95,150,13, B09TRW5QTX ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Marvel - Das Ziegenboot (76208),74.95,https://www.fcw.ch/api/ProcessRequest/126393/BN/268x166-lego-marvel-das-ziegenboot-76208.jpg?sourceId=870450&source=Product,8,99,564, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,382,70,690, B09BNV8K2F ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Duplo - Lerne etwas über die chinesische Kultur (10411),99.0,https://www.fcw.ch/api/ProcessRequest/169247/BN/268x166-lego-duplo-lerne-etwas-ueber-die-chinesische-kultur-10411.jpg?sourceId=880343&source=Product,2,99,124, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,378,480,112,1, B0BN9RT3FD ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Marvel - In Arishems Schatten (76155),89.95,https://www.fcw.ch/api/ProcessRequest/114022/BN/268x166-lego-marvel-in-arishems-schatten-76155.jpg?sourceId=855862&source=Product,7,99,493, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,382,56,622, B082WD5ZJC ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Disney Mickey and Friends - Mickys Burgabenteuer (10780),59.95,https://www.fcw.ch/api/ProcessRequest/139332/BN/268x166-lego-disney-mickey-and-friends-mickys-burgabenteuer-10780.jpg?sourceId=874171&source=Product,4,99,215, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,382,56,669, B09QFLBXHB ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Super Mario - Bowsers Luftschiff - Erweiterungsset (71391),72.0,https://www.fcw.ch/api/ProcessRequest/125139/BN/268x166-lego-super-mario-bowsers-luftschiff-erweiterungsset-71391.jpg?sourceId=864240&source=Product,8,99,1152, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,378,480,94,1, B08WWZC13K ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Harry Potter - Hogwarts Wappen (31201),149.0,https://www.fcw.ch/api/ProcessRequest/125919/BN/268x166-lego-harry-potter-hogwarts-wappen-31201.jpg?sourceId=861172&source=Product,18,99,4249, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,378,404,50,1, B08G459QSQ ,0.0,1.0,1.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
LEGO City - Feuerwehreinsatz mit Löschtruppe (60321),119.0,https://www.fcw.ch/api/ProcessRequest/124550/BN/268x166-lego-city-feuerwehreinsatz-mit-loeschtruppe-60321.jpg?sourceId=870338&source=Product,7,99,766, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,378,480,94,1, B09BNV6VTY ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Super Mario - Kippturm mit Sumo-Bruder-Boss – Erweiterungsset (71388),39.95,https://www.fcw.ch/api/ProcessRequest/125843/BN/268x166-lego-super-mario-kippturm-mit-sumo-bruder-boss-erweiterungsset-71388.jpg?sourceId=864237&source=Product,6,99,231, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,191,61,320, B08WWSWV1W ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Art - Blumenkunst (31207) ,84.95,https://www.fcw.ch/api/ProcessRequest/149804/BN/268x166-lego-art-blumenkunst-31207.jpg?sourceId=874275&source=Product,18,99,2870, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,380,270,74,1, B09QFX7NSF ,0.0,1.0,1.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
LEGO Duplo - Badewannenspaß: Schwimmende Tierinsel (10966),54.95,https://www.fcw.ch/api/ProcessRequest/136933/BN/268x166-lego-duplo-badewannenspass-schwimmende-tierinsel-10966.jpg?sourceId=870301&source=Product,1,99,20, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,382,94,721, B09BNRL9W5 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Friends - Rollschuhdisco (41708),69.95,https://www.fcw.ch/api/ProcessRequest/139464/BN/268x166-lego-friends-rollschuhdisco-41708.jpg?sourceId=874195&source=Product,7,99,642, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,282,480,61,1, B09QFYV5XC ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Friends - Magische Jahrmarktachterbahn (41685),89.95,https://www.fcw.ch/api/ProcessRequest/124946/BN/268x166-lego-friends-magische-jahrmarktachterbahn-41685.jpg?sourceId=864289&source=Product,8,99,971, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,378,480,94,1, B08WX4KLK3 ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Friends - Seerettungsboot (41734),99.0,https://www.fcw.ch/api/ProcessRequest/188488/BN/268x166-lego-friends-seerettungsboot-41734.jpg?sourceId=886576&source=Product,7,99,717, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,282,540,78,1, B0BPC9PT5Q ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
